Ticker,Name,,Symbol
INHC,Induction Healthcare Group,.L,INHC.L
RBG,Revolution Bars Group,.L,RBG.L
DVRG,DeepVerge,.L,DVRG.L
SPA,1Spatial Holdings,.L,SPA.L
MAI,Maintel Holdings,.L,MAI.L
ARS,Asiamet Resources Ltd,.L,ARS.L
RFX,Ramsdens Holdings,.L,RFX.L
ULS,ULS Technology,.L,ULS.L
MYSL,MySale Group,.L,MYSL.L
CYAN,Cyanconnode Holdings,.L,CYAN.L
SYS1,System1 Group,.L,SYS1.L
AMTE,Amte Power,.L,AMTE.L
TUNG,Tungsten Corp,.L,TUNG.L
CFX,Colefax Group,.L,CFX.L
AAVC,Albion Venture Capital Trust,.L,AAVC.L
KOD,Kodal Minerals,.L,KOD.L
INSG,Insig AI,.L,INSG.L
VANL,Van Elle Holdings,.L,VANL.L
AFRK,Afarak Group,.L,AFRK.L
SMD,Spectral MD Holdings Ltd,.L,SMD.L
RKW,Rockwood Realisation,.L,RKW.L
KNB,Kanabo Group,.L,KNB.L
ITS,In The Style Group,.L,ITS.L
NBI,Northbridge Industrial Services,.L,NBI.L
LLAI,Lunglife Ai Inc,.L,LLAI.L
PNS,Panther Securities,.L,PNS.L
RENE,ReNeuron Group,.L,RENE.L
POLB,Poolbeg Pharma,.L,POLB.L
AAU,Ariana Resources,.L,AAU.L
QRT,Quarto Group Inc,.L,QRT.L
TERN,Tern,.L,TERN.L
EAAS,eEnergy Group,.L,EAAS.L
,FTSE Small Cap exit level = 45.7,.L,.L
PMG,Parkmead Group,.L,PMG.L
ODX,Omega Diagnostics Group,.L,ODX.L
MIG3,Maven Income & Growth VCT 3,.L,MIG3.L
OPG,OPG Power Ventures,.L,OPG.L
GUS,Gusbourne,.L,GUS.L
KRPZ,Kropz,.L,KRPZ.L
CNR,Condor Gold,.L,CNR.L
HCFT,Highcroft Investments,.L,HCFT.L
JOG,Jersey Oil and Gas,.L,JOG.L
APP,Appreciate Group,.L,APP.L
XPF,Xp Factory,.L,XPF.L
CNKS,Cenkos Securities,.L,CNKS.L
LIB,Libertine Holdings,.L,LIB.L
G3E,G3 Exploration Ltd,.L,G3E.L
ADV,Advance Energy,.L,ADV.L
TEK,Tekcapital,.L,TEK.L
SDV,Chelverton UK Dividend Trust,.L,SDV.L
IGP,Intercede Group,.L,IGP.L
SRB,Serabi Gold,.L,SRB.L
SGZ,Scotgold Resources Ltd,.L,SGZ.L
BIDS,Bidstack Group,.L,BIDS.L
SLFR,SLF Realisation Fund Ltd,.L,SLFR.L
WEN,Wentworth Resources Ltd,.L,WEN.L
ANG,Angling Direct,.L,ANG.L
HE1,Helium One Global Ltd,.L,HE1.L
ASLR,Asimilar Group,.L,ASLR.L
GATC,Gattaca,.L,GATC.L
XTR,Xtract Resources,.L,XTR.L
ZNWD,Zinnwald Lithium,.L,ZNWD.L
PPC,President Energy,.L,PPC.L
SYM,Symphony Environmental Technologies,.L,SYM.L
BBB,Bigblu Broadband,.L,BBB.L
EBQ,Ebiquity,.L,EBQ.L
IUG,Intelligent Ultrasound Group,.L,IUG.L
EMR,Empresaria Group,.L,EMR.L
ABDX,Abingdon Health,.L,ABDX.L
BRIG,Blackrock Income & Growth Investment Trust,.L,BRIG.L
THRU,Thruvision Group,.L,THRU.L
PTR,Petroneft Resources,.L,PTR.L
EME,Empyrean Energy,.L,EME.L
WCAT,Wildcat Petroleum,.L,WCAT.L
GOOD,Good Energy Group,.L,GOOD.L
ECO,Eco (Atlantic) Oil & Gas Ltd,.L,ECO.L
COG,Cambridge Cognition Holdings,.L,COG.L
DCI,Dolphin Capital Investors Ltd,.L,DCI.L
GDR,Genedrive,.L,GDR.L
TM1,Technology Minerals,.L,TM1.L
OBD,Oxford BioDynamics,.L,OBD.L
DPP,DP Poland,.L,DPP.L
OPTI,OptiBiotix Health,.L,OPTI.L
SGEM,ScotGems,.L,SGEM.L
VLG,Venture Life Group,.L,VLG.L
SPO,Sportech,.L,SPO.L
TRX,Tissue Regenix Group,.L,TRX.L
CALL,Cloudcall Group,.L,CALL.L
PCIP,PCI-PAL,.L,PCIP.L
KDNC,Cadence Minerals,.L,KDNC.L
FLTA,Filta Group Holdings,.L,FLTA.L
PREM,Premier African Minerals Ltd,.L,PREM.L
PU13,Puma VCT 13,.L,PU13.L
YU.,Yu Group,.L,YU..L
TPG,TP Group,.L,TPG.L
GRC,GRC International Group,.L,GRC.L
GPM,Golden Prospect Precious Metals Ltd,.L,GPM.L
WSE,Work Service SA,.L,WSE.L
ITIM,Itim Group,.L,ITIM.L
DSM,Downing Strategic Micro-Cap Investment Trust,.L,DSM.L
FPO,First Property Group,.L,FPO.L
NGHT,Nightcap,.L,NGHT.L
LBE,Longboat Energy,.L,LBE.L
GFIN,Gfinity,.L,GFIN.L
RKH,Rockhopper Exploration,.L,RKH.L
PMGR,Premier Miton Global Renewables Trust,.L,PMGR.L
SOU,Sound Energy,.L,SOU.L
GST,GSTechnologies Ltd,.L,GST.L
QFI,Quadrise Fuels International,.L,QFI.L
MSI,MS International,.L,MSI.L
IOF,Iofina,.L,IOF.L
MTR,Metal Tiger,.L,MTR.L
CBX,Cellular Goods,.L,CBX.L
WRKS,TheWorks.co.uk,.L,WRKS.L
CHLL,Chill Brands Group,.L,CHLL.L
GEEC,Great Eastern Energy Corp,.L,GEEC.L
GETB,GetBusy,.L,GETB.L
SKL,Skillcast Group,.L,SKL.L
D4G,Downing Four VCT Generalist,.L,D4G.L
BMTO,Braime (T F & J H) (Holdings),.L,BMTO.L
BMT,Braime (T F & J H) (Holdings),.L,BMT.L
MCLS,McColl's Retail Group Ltd,.L,MCLS.L
CPX,CAP-XX Ltd,.L,CPX.L
DELT,Deltic Energy,.L,DELT.L
SBDS,Silver Bullet Data Services Group,.L,SBDS.L
UHS,Umuthi Healthcare Solutions,.L,UHS.L
VLE,Volvere,.L,VLE.L
AET,Afentra,.L,AET.L
ZOL,Zoltav Resources Inc,.L,ZOL.L
GLAN,Glantus Holdings,.L,GLAN.L
BKY,Berkeley Energia Ltd,.L,BKY.L
EISB,East Imperial,.L,EISB.L
CPP,CPP Group,.L,CPP.L
ALTN,Altyn,.L,ALTN.L
ENET,Ethernity Networks Ltd,.L,ENET.L
PHC,Plant Health Care,.L,PHC.L
GENI,Genincode,.L,GENI.L
HAYD,Haydale Graphene Industries,.L,HAYD.L
LST,Light Science Technologies Holdings,.L,LST.L
BILN,Billington Holdings,.L,BILN.L
TND,Tandem Group,.L,TND.L
WHI,WH Ireland Group,.L,WHI.L
UNG,Universe Group,.L,UNG.L
HARL,Harland & Wolff Group Holdings,.L,HARL.L
MTL,Metals Exploration,.L,MTL.L
SUH,Sutton Harbour Group,.L,SUH.L
OMI,Orosur Mining Inc,.L,OMI.L
SLFX,SLF Realisation Fund Ltd C Shares NPV,.L,SLFX.L
ITX,Itaconix,.L,ITX.L
MPO,Macau Property Opportunities Fund Ltd,.L,MPO.L
FAB,Fusion Antibodies,.L,FAB.L
LMS,LMS Capital,.L,LMS.L
EDEN,Eden Research,.L,EDEN.L
